Item;SKU;Descrição;Qtd. Itens;Unid Med;Des Categoria;Peso Liquido;Peso Bruto SKU;Altura;Largura;Comprimento;Volume m3;Qtd. CX Altura;Qtd. CX Lastro;Cod. Barras;Clasificação ABC;Caixa
ELE000000082153;000000082153INNER        ;AA-PILHA ALCALINA ELGIN LR6 -BLISTER C/4;10;PC;PILHA;0,105;0,925;0,0085;0,09;0,135;0,000103;12;72;7,89701E+12;;INNER
ELE000000082153;000000082153CX ;AA-PILHA ALCALINA ELGIN LR6 -BLISTER C/4;120;PC;PILHA;0,105;12,7;0,195;0,29;0,29;0,0164;6;12;7,89701E+12;;MASTER
ELE000000082154;82154;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C2;1;PC;PILHA;0,034;0,0225;0,01;0,085;0,12;0,000102;180;80;7,89701E+12;;UNIDADE
ELE000000082154;000000082154INN;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C2;10;PC;PILHA;0,034;0,225;0,07;0,09;0,135;0,000851;18;80;7,89701E+12;;INNER
ELE000000082154;000000082154INN;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C2;10;PC;PILHA;0,034;0,225;0,07;0,09;0,135;0,000851;18;80;7,89701E+12;;INNER
ELE000000082154;000000082154CX ;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C2;240;PC;PILHA;0,034;8,9;0,225;0,285;0,38;0,024368;6;10;7,89701E+12;;MASTER
ELE000000082155;82155;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C4;1;PC;PILHA;13,6;0,045;0,12;0,08;0,01;0,000096;18;800;7,89701E+12;;UNIDADE
ELE000000082155;000000082155INER;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C4;10;PC;PILHA;13,6;0,675;0,07;0,09;0,135;0,000851;18;80;7,89701E+12;;INNER
ELE000000082155;000000082155CX ;AAA-PILHA ALCALINA ELGIN LR03-BLISTER C4;240;PC;PILHA;13,6;13,6;0,23;0,295;0,38;0,025783;6;10;7,89701E+12;;MASTER
ELE000000082156;82156;C-PILHA ALCALINA ELGIN LR14 (BLISTER C2);1;PC;PILHA;0,157;0,143;0,12;0,96;0,03;0,003456;80;54;7,89701E+12;;UNIDADE
ELE000000082156;000000082156INER;C-PILHA ALCALINA ELGIN LR14 (BLISTER C2);10;PC;PILHA;0,157;1,43;0,14;0,15;0,09;0,00189;8;54;7,89701E+12;;INNER
ELE000000082156;000000082156CX ;C-PILHA ALCALINA ELGIN LR14 (BLISTER C2);60;PC;PILHA;0,157;9,3;0,31;0,165;0,29;0,014834;4;18;7,89701E+12;;MASTER
ELE000000082157;82157;D-PILHA ALCALINA ELGIN LR20 (BLISTER C2);1;PC;PILHA;0,303;0,275;0,012;0,085;0,035;0,000036;60;72;7,89701E+12;;UNIDADE
ELE000000082157;000000082157CX ;D-PILHA ALCALINA ELGIN LR20 (BLISTER C2);60;PC;PILHA;0,303;18;0,2;0,29;0,33;0,01914;6;12;7,89701E+12;;MASTER
ELE000000082157;000000082157INNER        ;D-PILHA ALCALINA ELGIN LR20 (BLISTER C2);10;PC;PILHA;0,303;2,75;0,18;0,155;0,09;0,002511;6;72;7,89701E+12;;INNER
ELE000000082158;82158;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;1;PC;PILHA;6,6;0,045;0,01;0,09;0,02;0,00018;120;72;7,89701E+12;;UNIDADE
ELE000000082158;000000082158INER;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;10;PC;PILHA;6,6;0,45;0,12;0,09;0,135;0,001458;12;72;7,89701E+12;;INNER
ELE000000082158;000000082158CX ;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;120;PC;PILHA;6,6;6,9;0,22;0,29;0,29;0,018502;6;12;7,89701E+12;;MASTER
ELE000000082168;82168;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;1;PC;PILHA;0,001;0,0183;0,07;0,09;0,01;0,000063;12;720;7,89701E+12;;UNIDADE
ELE000000082168;000000082168INER;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;10;PC;PILHA;0,001;0,183;0,12;0,09;0,14;0,001512;12;72;7,89701E+12;;INNER
ELE000000082168;000000082168CX ;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;3,9;0,16;0,29;0,3;0,01392;6;12;7,89701E+12;;MASTER
ELE000000082169;82169;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;1;PC;PILHA;0,001;0,042;0,09;0,085;0,02;0,000153;12;720;7,89701E+12;;UNIDADE
ELE000000082169;000000082169INER;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;10;PC;PILHA;0,001;0,42;0,12;0,09;0,14;0,001512;12;72;7,89701E+12;;INNER
ELE000000082169;000000082169CX ;AAA-900 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;120;PC;PILHA;0,001;6,05;0,21;0,27;0,3;0,01701;6;12;7,89701E+12;;MASTER
ELE000000082170;82170;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)   ;1;PC;PILHA;0,001;0,0208;0,12;0,09;0,01;0,000108;12;720;7,89701E+12;;UNIDADE
ELE000000082170;000000082170INNER        ;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)   ;10;PC;PILHA;0,001;0,208;0,07;0,09;0,14;0,000882;12;72;7,89701E+12;;INNER
ELE000000082170;000000082170CX ;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)   ;120;PC;PILHA;0,001;4,2;0,16;0,3;0,3;0,0144;6;12;7,89701E+12;;MASTER
ELE000000082171;82171;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)   ;1;PC;PILHA;0,001;0,041;0,12;0,085;0,018;0,000184;120;72;7,89701E+12;;UNIDADE
ELE000000082171;ELE000000082171;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)   ;1;PC;PILHA;0,001;0,56;0,01;0,12;0,085;0,000102;40;70;7,89701E+12;;UNIDADE
ELE000000082171;000000082171INN;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)   ;10;PC;PILHA;0,001;0,416;0,07;0,09;0,14;0,000882;12;72;7,89701E+12;;INNER
ELE000000082171;000000082171CX ;AAA-1000 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)   ;120;PC;PILHA;0,001;6,8;0,17;0,29;0,3;0,01479;6;12;7,89701E+12;;MASTER
ELE000000082172;82172;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;1;PC;PILHA;0,001;0,61;0,01;0,12;0,084;0,000101;120;34;7,89701E+12;;UNIDADE
ELE000000082172;000000082172INER;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;10;PC;PILHA;0,001;0,61;0,095;0,14;0,104;0,001383;12;94;7,89701E+12;;INNER
ELE000000082172;000000082172CX ;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;7,35;0,21;0,31;0,335;0,021809;6;12;7,89701E+12;;MASTER
ELE000000082172;000000082172CX ;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;7,35;0,21;0,31;0,335;0,021809;6;12;7,89701E+12;;MASTER
ELE000000082172;000000082172CX ;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;7,35;0,21;0,31;0,335;0,021809;6;12;7,89701E+12;;MASTER
ELE000000082173;000000082173INER;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;10;PC;PILHA;0,001;1,084;0,09;0,09;0,145;0,001175;10;10;7,89701E+12;;INNER
ELE000000082173;000000082173CX ;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;120;PC;PILHA;0,001;13,008;0,21;0,32;0,3;0,02016;6;12;7,89701E+12;;MASTER
ELE000000082173;000000082173CX ;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;120;PC;PILHA;0,001;13,008;0,21;0,32;0,3;0,02016;6;12;7,89701E+12;;MASTER
ELE000000082173;82173;AA-2500 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;1;PC;PILHA;0,001;0,106;0,002;0,13;0,1;0,000026;2;8;7,89701E+12;;UNIDADE
ELE000000082174;82174;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;1;PC;PILHA;0,001;0,065;0,02;0,085;0,12;0,000204;120;72;7,89701E+12;;UNIDADE
ELE000000082174;000000082174INNER        ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;10;PC;PILHA;0,001;0,65;0,09;0,105;0,143;0,014264;12;18;7,89701E+12;;INNER
ELE000000082174;000000082174CX ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;7,85;0,21;0,313;0,335;0,02202;6;12;7,89701E+12;;MASTER
ELE000000082174;000000082174CX ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/2)    ;120;PC;PILHA;0,001;7,85;0,21;0,313;0,335;0,02202;6;12;7,89701E+12;;MASTER
ELE000000082175;82175;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;1;PC;PILHA;0,001;0,99;0,125;0,85;0,125;0,013281;720;12;7,89701E+12;;UNIDADE
ELE000000082175;000000082175INNER        ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;10;PC;PILHA;0,001;1,032;0,95;0,9;0,145;0,123975;12;72;7,89701E+12;;INNER
ELE000000082175;000000082175CX ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;120;PC;PILHA;0,001;14,8;0,205;0,2995;0,305;0,018726;6;12;7,89701E+12;;MASTER
ELE000000082175;000000082175CX ;AA-2700 MAH-PILHA RECARREG.ELGIN (BLISTER C/4)    ;120;PC;PILHA;0,001;14,8;0,205;0,2995;0,305;0,018726;6;12;7,89701E+12;;MASTER
ELE000000082184;82184;AA-PILHA DE ZINCO-CARVAO R06 (BLISTER C/4)        ;1;PC;PILHA;0,001;0,0558;0,018;0,085;0,12;0,000184;120;72;7,89701E+12;;UNIDADE
ELE000000082184;000000082184INER;AA-PILHA DE ZINCO-CARVAO R06 (BLISTER C/4)        ;10;PC;PILHA;0,001;0,558;0,09;0,09;0,135;0,001094;12;72;7,89701E+12;;INNER
ELE000000082184;000000082184CX ;AA-PILHA DE ZINCO-CARVAO R06 (BLISTER C/4)        ;120;PC;PILHA;0,001;8,2;0,195;0,285;0,29;0,016117;6;12;7,89701E+12;;MASTER
ELE000000082186;82186;AAA-PILHA DE ZINCO-CARVAO R03-BLISTER ;1;PC;PILHA;0,033;0,029;0,12;0,12;0,085;0,001224;180;80;7,89701E+12;;UNIDADE
ELE000000082186;000000082186INER;AAA-PILHA DE ZINCO-CARVAO R03-BLISTER ;10;PC;PILHA;0,033;0,295;0,07;0,09;0,135;0,000851;18;80;7,89701E+12;;INNER
ELE000000082186;000000082186CX ;AAA-PILHA DE ZINCO-CARVAO R03-BLISTER ;240;PC;PILHA;0,033;9,6;0,225;0,29;0,38;0,024795;6;10;7,89701E+12;;MASTER
ELE000000082187;ELE000000082187;PILHA DE ZINCO-CARVAO-BLISTER COM 2 C ZINC COAL STACK R14 BLISTER C2PRODUTOS;1;PC;PILHA;1;0,093;0,025;0,12;0,085;0,000255;80;54;7,89701E+12;;UNIDADE
ELE000000082187;ELE000000082187INNER     ;C-PILHA DE ZINCO-CARVAO R14 (BLISTER C2);10;PC;PILHA;1;0,12;0,145;0,15;0,09;0,001958;8;54;7,89701E+12;;INNER
ELE000000082187;ELE000000082187CX        ;C-PILHA DE ZINCO-CARVAO R14 (BLISTER C2);60;PC;PILHA;1;6;0,31;0,17;0,29;0,015283;4;18;7,89701E+12;;MASTER
ELE000000082189;ELE000000082189CX        ;D.PILHA DE ZINCO-CARVAO R20 (BLISTER C/2);60;PC;PILHA;0,001;10,6;0,2;0,29;0,33;0,01914;7;12;7,89701E+12;;MASTER
ELE000000082189;82189;D.PILHA DE ZINCO-CARVAO R20 (BLISTER C/2);1;PC;PILHA;0,001;0,275;0,001;0,27;0,36;0,000097;2;8;7,89701E+12;;UNIDADE
ELE000000082189;ELE000000082189IN        ;D.PILHA DE ZINCO-CARVAO R20 (BLISTER C/2);10;PC;PILHA;0,001;1,8;0,18;0,09;0,16;0,002592;2;8;7,89701E+12;;INNER
ELE000000082191;82191;BATERIA BOTAO DE LITIO CR2016 (CARTELA C/5)       ;1;PC;PILHA;0,001;0,01175;0,06;0,06;0,001;0,000004;20;1600;1,7897E+13;;UNIDADE
ELE000000082191;82191;BATERIA BOTAO DE LITIO CR2016 (CARTELA C/5)       ;1;PC;PILHA;0,001;0,01175;0,06;0,06;0,001;0,000004;20;1600;1,7897E+13;;UNIDADE
ELE000000082191;000000082191INER;BATERIA BOTAO DE LITIO CR2016 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,35;0,19;0,06;0,19;0,002166;20;80;1,7897E+13;;INNER
ELE000000082191;000000082191INER;BATERIA BOTAO DE LITIO CR2016 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,35;0,19;0,06;0,19;0,002166;20;80;1,7897E+13;;INNER
ELE000000082191;000000082191CX ;BATERIA BOTAO DE LITIO CR2016 (CARTELA C/5)       ;500;PC;PILHA;0,001;7,9;0,34;0,22;0,3;0,02244;4;16;1,7897E+13;;MASTER
ELE000000082192;82192;BATERIA BOTAO DE LITIO CR2025 (CARTELA C/5)       ;1;PC;PILHA;0,001;0,017;0,0185;0,055;0,0055;0,000006;20;1700;1,7897E+13;;UNIDADE
ELE000000082192;000000082192INER;BATERIA BOTAO DE LITIO CR2025 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,344;0,06;0,055;0,19;0,000627;20;85;1,7897E+13;;INNER
ELE000000082192;000000082192INER;BATERIA BOTAO DE LITIO CR2025 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,344;0,06;0,055;0,19;0,000627;20;85;1,7897E+13;;INNER
ELE000000082192;000000082192CX ;BATERIA BOTAO DE LITIO CR2025 (CARTELA C/5)       ;500;PC;PILHA;0,001;9,4;0,33;0,22;0,3;0,02178;4;16;1,7897E+13;;MASTER
ELE000000082193;82193;BATERIA BOTAO DE LITIO CR2032 (CARTELA C/5)       ;1;PC;PILHA;0,001;0,02;0,006;0,055;0,002;0,000001;20;1600;1,7897E+13;;UNIDADE
ELE000000082193;000000082193INER;BATERIA BOTAO DE LITIO CR2032 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,4;0,05;0,19;0,06;0,00057;20;80;1,7897E+13;;INNER
ELE000000082193;000000082193INER;BATERIA BOTAO DE LITIO CR2032 (CARTELA C/5)       ;20;PC;PILHA;0,001;0,4;0,05;0,19;0,06;0,00057;20;80;1,7897E+13;;INNER
ELE000000082193;000000082193CX ;BATERIA BOTAO DE LITIO CR2032 (CARTELA C/5)       ;500;PC;PILHA;0,001;10,9;0,3;0,22;0,311;0,020526;4;16;1,7897E+13;;MASTER
ELE000000082194;82194;BATERIA ALCALINA L44 (CARTELA C/10)   ;1;PC;PILHA;0,001;0,025;0,185;0,054;0,005;0,00005;20;1000;1,7897E+13;;UNIDADE
ELE000000082194;000000082194INNER        ;BATERIA ALCALINA L44 (CARTELA C/10)   ;20;PC;PILHA;0,001;0,512;0,06;0,075;0,2;0,0009;20;50;1,7897E+13;;INNER
ELE000000082194;000000082194INNER        ;BATERIA ALCALINA L44 (CARTELA C/10)   ;20;PC;PILHA;0,001;0,512;0,06;0,075;0,2;0,0009;20;50;1,7897E+13;;INNER
ELE000000082194;000000082194CX ;BATERIA ALCALINA L44 (CARTELA C/10)   ;500;PC;PILHA;0,001;13,6;0,33;0,225;0,4;0,0297;4;10;1,7897E+13;;MASTER
ELE000000082195;82195;BATERIA ALCALINA A 23 (CARTELA C/5)   ;1;PC;PILHA;0,001;0,046;0,08;0,055;0,1;0,00044;16;600;7,89701E+12;;UNIDADE
ELE000000082195;000000082195INNER        ;BATERIA ALCALINA A 23 (CARTELA C/5)   ;10;PC;PILHA;0,001;0,46;0,06;0,065;0,195;0,000761;16;60;7,89701E+12;;INNER
ELE000000082195;000000082195INNER        ;BATERIA ALCALINA A 23 (CARTELA C/5)   ;10;PC;PILHA;0,001;0,46;0,06;0,065;0,195;0,000761;16;60;7,89701E+12;;INNER
ELE000000082195;000000082195CX ;BATERIA ALCALINA A 23 (CARTELA C/5)   ;200;PC;PILHA;0,001;10;0,26;0,15;0,35;0,01365;5;14;7,89701E+12;;MASTER
ELE000000082196;82196;BATERIA ALCALINA A27 (CARTELA C/5);1;PC;PILHA;0,001;0,031;0,185;0,054;0,012;0,00012;20;650;7,89701E+12;;UNIDADE
ELE000000082196;000000082196INNER        ;BATERIA ALCALINA A27 (CARTELA C/5);10;PC;PILHA;0,001;0,31;0,06;0,065;0,195;0,000761;20;65;7,89701E+12;;INNER
ELE000000082196;000000082196INNER        ;BATERIA ALCALINA A27 (CARTELA C/5);10;PC;PILHA;0,001;0,31;0,06;0,065;0,195;0,000761;20;65;7,89701E+12;;INNER
ELE000000082196;000000082196CX ;BATERIA ALCALINA A27 (CARTELA C/5);200;PC;PILHA;0,001;7;0,26;0,21;0,35;0,01911;5;13;7,89701E+12;;MASTER
ELE000000082215;82215;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;1;PC;PILHA;6,6;0,0391;0,1;0,085;0,02;0,00017;12;720;7,89701E+12;;UNIDADE
ELE000000082215;000000082215INNER        ;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;10;PC;PILHA;6,6;0,391;0,12;0,09;0,14;0,001512;12;72;7,89701E+12;;INNER
ELE000000082215;000000082215CX ;9V-BATERIA ALCALINA ELGIN 6LR61 BLISTER ;120;PC;PILHA;6,6;6,6;0,23;0,29;0,3;0,02001;6;12;7,89701E+12;;MASTER
ELE000000082239;82239;AAA PILHA ZCO-CARV TUBO C/60UNIDS ;1;PC;PILHA;0,001;0,443;0,045;0,045;0,1;0,000203;27;98;;;UNIDADE
ELE000000082239;000000082239CX ;AAA PILHA ZCO-CARV TUBO C/60UNIDS ;12;PC;PILHA;0,001;5,446;0,155;0,18;0,215;0,005999;9;28;;;MASTER
ELE000000082239;000000082239INNER        ;AAA PILHA ZCO-CARV TUBO C/60UNIDS ;6;PC;PILHA;0,001;2,723;0,15;0,17;0,11;0,002805;9;48;;;INNER
ELE000000082240;000000082240INER;AAA PILHA ZCO-CARVAO (SHRINK C/2 UNIDS) ;30;PC;PILHA;0,001;0,454;0,02;0,05;0,025;0,000025;16;100;1,7897E+13;;INNER
ELE000000082240;000000082240-CX;AAA PILHA ZCO-CARVAO (SHRINK C/2 UNIDS) ;1200;PC;PILHA;0,001;18,1;0,23;0,27;0,315;0,019562;5;12;1,7897E+13;;INNER
ELE000000082240;000000082240CX ;AAA PILHA ZCO-CARVAO (SHRINK C/2 UNIDS) ;2400;PC;PILHA;0,001;18,1;0,23;0,27;0,315;0,019562;4;10;1,7897E+13;;MASTER
ELE000000082240;82240;AAA PILHA ZCO-CARVAO (SHRINK C/2 UNIDS) ;1;PC;PILHA;0,001;0,001;0,01;0,0027;0,0036;0;2;8;1,7897E+13;;UNIDADE
ELE000000082254;000000082254INER;BATERIA ALCALINA AG10/LR1130/LR54 CAR/10;20;PC;PILHA;0,001;0,395;0,07;0,09;0,22;0,001386;20;50;;;INNER
ELE000000082254;82254;BATERIA ALCALINA AG10/LR1130/LR54 CAR/10;1;PC;PILHA;0,001;0,015;0,001;0,27;0,36;0,000097;4;10;;;UNIDADE
ELE000000082254;000000082254CX ;BATERIA ALCALINA AG10/LR1130/LR54 CAR/10;500;PC;PILHA;0,001;9,875;0,178;0,32;0,705;0,040157;4;10;;;MASTER
ELE000000082261;82261;BATERIA ALCALINA LR41 (CARTELA C/10)  ;1;PC;PILHA;0,001;0,0128;0,185;0,054;0,005;0,00005;20;1000;1,7897E+13;;UNIDADE
ELE000000082261;000000082261INER;BATERIA ALCALINA LR41 (CARTELA C/10)  ;20;PC;PILHA;0,001;0,256;0,06;0,075;0,2;0,0009;20;50;1,7897E+13;;INNER
ELE000000082261;000000082261INER;BATERIA ALCALINA LR41 (CARTELA C/10)  ;20;PC;PILHA;0,001;0,256;0,06;0,075;0,2;0,0009;20;50;1,7897E+13;;INNER
ELE000000082261;000000082261CX ;BATERIA ALCALINA LR41 (CARTELA C/10)  ;500;PC;PILHA;0,001;7,4;0,33;0,225;0,4;0,0297;4;10;1,7897E+13;;MASTER
ELE000000082263;000000082263INER;BATERIA ALCALINA A23 (12V) 1 UNIDADE  ;50;PC;PILHA;0,001;0,417;0,5;0,5;0,1;0,025;24;120;1,7897E+13;;INNER
ELE000000082263;000000082263INER;BATERIA ALCALINA A23 (12V) 1 UNIDADE  ;50;PC;PILHA;0,001;0,417;0,5;0,5;0,1;0,025;24;120;1,7897E+13;;INNER
ELE000000082263;82263;BATERIA ALCALINA A23 (12V) 1 UNIDADE  ;1;PC;PILHA;0,001;0,457;0,03;0,05;0,105;0,000158;24;120;1,7897E+13;;UNIDADE
ELE000000082263;000000082263CX ;BATERIA ALCALINA A23 (12V) 1 UNIDADE  ;2000;PC;PILHA;0,001;20;0,15;0,23;0,295;0,010178;6;12;1,7897E+13;;MASTER
ELE000000082264;82264;BATERIA BOTAO LITIO CR2032(3V) 1 UNIDADE;1;PC;PILHA;0,001;0,01;0,001;0,1;0,1;0,00001;10;30;1,7897E+13;;UNIDADE
ELE000000082264;000000082264INER;BATERIA BOTAO LITIO CR2032(3V) 1 UNIDADE;500;PC;PILHA;0,001;1,534;0,1;0,15;0,15;0,00225;10;30;1,7897E+13;;INNER
ELE000000082264;ELE000000082264;BATERIA BOTAO LITIO CR2032(3V) 500 PCS;500;PC;PILHA;0,001;0,1;0,085;0,13;0,16;0,001768;10;18;1,7897E+13;;INNER
ELE000000082264;000000082264CX ;BATERIA BOTAO LITIO CR2032(3V) 1 UNIDADE;5000;PC;PILHA;0,001;16;0,23;0,275;0,34;0,021505;5;13;1,7897E+13;;MASTER
ELE000000082264;ELE000000082264INNER250  ;BATERIA BOTAO LITIO CR2032(3V) 1 UNIDADE;250;PC;PILHA;0,001;0,1;0,05;0,09;0,15;0,000675;2;8;1,7897E+13;;INNER
ELE000000082293;82293;BATERIA SELADA DE CHUMBO VRLA/12V/7AH ;1;PC;PILHA;0,001;1,9;0,1;0,07;0,15;0,00105;6;90;;;UNIDADE
ELE000000082293;000000082293CX ;BATERIA SELADA DE CHUMBO VRLA/12V/7AH ;10;PC;PILHA;0,001;19,4;0,12;0,32;0,34;0,013056;6;9;;;MASTER
ELE000000082293;000000082293CX ;BATERIA SELADA DE CHUMBO VRLA/12V/7AH ;10;PC;PILHA;0,001;19,4;0,12;0,32;0,34;0,013056;6;9;;;MASTER
ELE000000082294;82294;9V-PILHA DE ZINCO-CARVAO-BLISTER COM 1;1;PC;PILHA;0,001;0,037;0,12;0,085;0,02;0,000204;120;72;7,89701E+12;;UNIDADE
ELE000000082294;000000082294IN ;9V-PILHA DE ZINCO-CARVAO-BLISTER COM 1;10;PC;PILHA;0,001;0,375;0,103;0,09;0,14;0,001298;12;72;7,89701E+12;;INNER
ELE000000082294;000000082294CX ;9V-PILHA DE ZINCO-CARVAO-BLISTER COM 1;120;PC;PILHA;0,001;5,9;0,23;0,29;0,3;0,02001;6;12;7,89701E+12;;MASTER
ELE000000082302;82302;BATERIA BOTAO DE LITIO CR1220 CARTELA COM 5       ;1;PC;PILHA;0,001;0,011;0,055;0,185;0,04;0,000407;20;1600;1,7897E+13;;UNIDADE
ELE000000082302;000000082302INER;BATERIA BOTAO DE LITIO CR1220 CARTELA COM 5       ;20;PC;PILHA;0,001;0,232;0,06;0,19;0,055;0,000627;20;80;1,7897E+13;;INNER
ELE000000082302;000000082302INER;BATERIA BOTAO DE LITIO CR1220 CARTELA COM 5       ;20;PC;PILHA;0,001;0,232;0,06;0,19;0,055;0,000627;20;80;1,7897E+13;;INNER
ELE000000082302;000000082302CX ;BATERIA BOTAO DE LITIO CR1220 CARTELA COM 5       ;500;PC;PILHA;0,001;5,8;0,325;0,225;0,3;0,021938;4;16;1,7897E+13;;MASTER
ELE000000082303;000000082303CX ;BATERIA BOTAO DE LITIO CR1620 CARTELA COM 5       ;500;PC;PILHA;0,001;6,8;0,34;0,23;0,31;0,024242;5;12;1,7897E+13;;MASTER
ELE000000082303;82303;BATERIA BOTAO DE LITIO CR1620 CARTELA COM 5       ;1;PC;PILHA;0,001;0,012;0,007;0,002;0,2;0,000003;2;8;1,7897E+13;;UNIDADE
ELE000000082303;000000082303INN;BATERIA BOTAO DE LITIO CR1620 CARTELA COM 5       ;20;PC;PILHA;0,001;0,258;0,06;0,06;0,19;0,000684;2;8;1,7897E+13;;INNER
ELE000000082303;000000082303INN;BATERIA BOTAO DE LITIO CR1620 CARTELA COM 5       ;20;PC;PILHA;0,001;0,258;0,06;0,06;0,19;0,000684;2;8;1,7897E+13;;INNER
ELE000000082304;82304;BATERIA BOTAO DE LITIO CR2430 CARTELA COM 5       ;1;PC;PILHA;0,001;0,03;0,055;0,184;0,004;0,00004;25;640;1,7897E+13;;UNIDADE
ELE000000082304;000000082304INER;BATERIA BOTAO DE LITIO CR2430 CARTELA COM 5       ;20;PC;PILHA;0,001;0,61;0,06;0,19;0,12;0,001368;25;32;1,7897E+13;;INNER
ELE000000082304;000000082304INER;BATERIA BOTAO DE LITIO CR2430 CARTELA COM 5       ;20;PC;PILHA;0,001;0,61;0,06;0,19;0,12;0,001368;25;32;1,7897E+13;;INNER
ELE000000082304;000000082304CX ;BATERIA BOTAO DE LITIO CR2430 CARTELA COM 5       ;200;PC;PILHA;0,001;6,1;0,32;0,22;0,27;0,019008;5;15;1,7897E+13;;MASTER
ELE000000082304;000000082304CX ;BATERIA BOTAO DE LITIO CR2430 CARTELA COM 5       ;200;PC;PILHA;0,001;6,1;0,32;0,22;0,27;0,019008;5;15;1,7897E+13;;MASTER
ELE000000082305;82305;BATERIA BOTAO DE LITIO CR2450 CARTELA COM 5       ;1;PC;PILHA;0,001;0,04;0,044;0,185;0,005;0,000041;20;600;1,7897E+13;;UNIDADE
ELE000000082305;000000082305INN;BATERIA BOTAO DE LITIO CR2450 CARTELA COM 5       ;20;PC;PILHA;0,001;0,8;0,06;0,2;0,13;0,00156;20;30;1,7897E+13;;INNER
ELE000000082305;000000082305INN;BATERIA BOTAO DE LITIO CR2450 CARTELA COM 5       ;20;PC;PILHA;0,001;0,8;0,06;0,2;0,13;0,00156;20;30;1,7897E+13;;INNER
ELE000000082305;000000082305CX ;BATERIA BOTAO DE LITIO CR2450 CARTELA COM 5       ;200;PC;PILHA;0,001;8;0,33;0,225;0,28;0,02079;4;15;1,7897E+13;;MASTER
ELE000000082306;000000082306INN;BATERIA BOTAO DE LITIO CR2477 CARTELA COM 5       ;20;PC;PILHA;0,001;1,075;0,08;0,2;0,13;0,00208;4;500;7,89701E+12;;INNER
ELE000000082306;82306;BATERIA BOTAO DE LITIO CR2477 CARTELA COM 5       ;1;PC;PILHA;0,001;0,052;0,005;0,02;0,007;0,000001;2;8;7,89701E+12;;UNIDADE
ELE000000082306;000000082306CX ;BATERIA BOTAO DE LITIO CR2477 CARTELA COM 5       ;200;PC;PILHA;0,001;5;0,24;0,19;0,38;0,02418;2;10;7,89701E+12;;MASTER
ELE000000082307;82307;BATERIA ALCALINA LR621/AG1 CARTELA COM 10;1;PC;PILHA;0,001;0,0122;0,044;0,184;0,005;0,00004;20;100;1,7897E+13;;UNIDADE
